,Date,Close,Close_Lag,Returns,Tick,Month_Year,Rf,Strike_Price,marketCapitalization,numberOfShares
0,2023-01-03,74.58000183105469,71.22000122070312,0.0460987043127018,PYPL,2023-01,0.0454,4838000000.0,67735230000,1103000000
1,2023-01-04,77.69000244140625,74.58000183105469,0.0408541810850775,PYPL,2023-01,0.0454,4838000000.0,67735230000,1103000000
2,2023-01-05,76.2699966430664,77.69000244140625,-0.0184469482249709,PYPL,2023-01,0.0454,4838000000.0,67735230000,1103000000
3,2023-01-06,76.4800033569336,76.2699966430664,0.0027496804737727,PYPL,2023-01,0.0454,4838000000.0,67735230000,1103000000
4,2023-01-09,77.08000183105469,76.4800033569336,0.0078145546653105,PYPL,2023-01,0.0454,4838000000.0,67735230000,1103000000
5,2023-01-10,77.91999816894531,77.08000183105469,0.0108387685337021,PYPL,2023-01,0.0454,4838000000.0,67735230000,1103000000
6,2023-01-11,78.54000091552734,77.91999816894531,0.0079254249715748,PYPL,2023-01,0.0454,4838000000.0,67735230000,1103000000
7,2023-01-12,79.77999877929688,78.54000091552734,0.0156647703697014,PYPL,2023-01,0.0454,4838000000.0,67735230000,1103000000
8,2023-01-13,79.4800033569336,79.77999877929688,-0.0037673712565735,PYPL,2023-01,0.0454,4838000000.0,67735230000,1103000000
9,2023-01-17,80.18000030517578,79.4800033569336,0.0087686511006738,PYPL,2023-01,0.0454,4838000000.0,67735230000,1103000000
10,2023-01-18,77.30999755859375,80.18000030517578,-0.036450829267548,PYPL,2023-01,0.0454,4838000000.0,67735230000,1103000000
11,2023-01-19,76.75,77.30999755859375,-0.0072698952856396,PYPL,2023-01,0.0454,4838000000.0,67735230000,1103000000
12,2023-01-20,79.08999633789062,76.75,0.0300330117609537,PYPL,2023-01,0.0454,4838000000.0,67735230000,1103000000
13,2023-01-23,79.5,79.08999633789062,0.005170623432026,PYPL,2023-01,0.0454,4838000000.0,67735230000,1103000000
14,2023-01-24,79.58000183105469,79.5,0.0010058063474768,PYPL,2023-01,0.0454,4838000000.0,67735230000,1103000000
15,2023-01-25,79.0999984741211,79.58000183105469,-0.0060499725246595,PYPL,2023-01,0.0454,4838000000.0,67735230000,1103000000
16,2023-01-26,80.80999755859375,79.0999984741211,0.0213878345505675,PYPL,2023-01,0.0454,4838000000.0,67735230000,1103000000
17,2023-01-27,81.83000183105469,80.80999755859375,0.0125432568819441,PYPL,2023-01,0.0454,4838000000.0,67735230000,1103000000
18,2023-01-30,79.63999938964844,81.83000183105469,-0.0271274753835017,PYPL,2023-01,0.0454,4838000000.0,67735230000,1103000000
