,Date,Close,Close_Lag,Returns,Tick,Month_Year,Rf,Strike_Price,marketCapitalization,numberOfShares
0,2023-12-29,49.58590316772461,49.72405242919922,-0.0027821853258696,INTC,2023-12,0.0524,26870000000.0,86884000000,4280000000
1,2024-01-02,47.16828155517578,49.58590316772461,-0.0499849172593399,INTC,2024-01,0.0521999999999999,26870000000.0,86884000000,4280000000
2,2024-01-03,46.42819213867188,47.16828155517578,-0.0158148018278579,INTC,2024-01,0.0521999999999999,26870000000.0,86884000000,4280000000
3,2024-01-04,46.25057220458984,46.42819213867188,-0.003833028047108,INTC,2024-01,0.0521999999999999,26870000000.0,86884000000,4280000000
4,2024-01-05,46.27030944824219,46.25057220458984,0.0004266549042584,INTC,2024-01,0.0521999999999999,26870000000.0,86884000000,4280000000
5,2024-01-08,47.8096923828125,46.27030944824219,0.0327278976800647,INTC,2024-01,0.0521999999999999,26870000000.0,86884000000,4280000000
6,2024-01-09,47.41497802734375,47.8096923828125,-0.0082902175332727,INTC,2024-01,0.0521999999999999,26870000000.0,86884000000,4280000000
7,2024-01-10,46.84264373779297,47.41497802734375,-0.0121441919044945,INTC,2024-01,0.0521999999999999,26870000000.0,86884000000,4280000000
8,2024-01-11,47.01039505004883,46.84264373779297,0.0035747695133427,INTC,2024-01,0.0521999999999999,26870000000.0,86884000000,4280000000
9,2024-01-12,46.49726867675781,47.01039505004883,-0.0109751757990136,INTC,2024-01,0.0521999999999999,26870000000.0,86884000000,4280000000
10,2024-01-16,46.43806457519531,46.49726867675781,-0.0012740925867427,INTC,2024-01,0.0521999999999999,26870000000.0,86884000000,4280000000
11,2024-01-17,45.45127868652344,46.43806457519531,-0.0214785260025315,INTC,2024-01,0.0521999999999999,26870000000.0,86884000000,4280000000
12,2024-01-18,46.12229537963867,45.45127868652344,0.0146555097410443,INTC,2024-01,0.0521999999999999,26870000000.0,86884000000,4280000000
13,2024-01-19,47.51365661621094,46.12229537963867,0.0297207135421897,INTC,2024-01,0.0521999999999999,26870000000.0,86884000000,4280000000
14,2024-01-22,47.58273696899414,47.51365661621094,0.0014528493106813,INTC,2024-01,0.0521999999999999,26870000000.0,86884000000,4280000000
15,2024-01-23,48.24387741088867,47.58273696899414,0.0137988999562561,INTC,2024-01,0.0521999999999999,26870000000.0,86884000000,4280000000
16,2024-01-24,48.44123458862305,48.24387741088867,0.0040824786310825,INTC,2024-01,0.0521999999999999,26870000000.0,86884000000,4280000000
17,2024-01-25,48.8951530456543,48.44123458862305,0.009326866521473,INTC,2024-01,0.0521999999999999,26870000000.0,86884000000,4280000000
18,2024-01-26,43.07312774658203,48.8951530456543,-0.1267789553441813,INTC,2024-01,0.0521999999999999,26870000000.0,86884000000,4280000000
19,2024-01-29,43.26061630249024,43.07312774658203,0.0043433503948207,INTC,2024-01,0.0521999999999999,26870000000.0,86884000000,4280000000
20,2024-01-30,42.3527717590332,43.26061630249024,-0.0212087990860643,INTC,2024-01,0.0521999999999999,26870000000.0,86884000000,4280000000
21,2024-01-31,42.51066207885742,42.3527717590332,0.0037210490988997,INTC,2024-01,0.0521999999999999,26870000000.0,86884000000,4280000000
22,2024-02-01,42.78696060180664,42.51066207885742,0.0064784804226805,INTC,2024-02,0.0524,26870000000.0,86884000000,4280000000
23,2024-02-02,42.03700256347656,42.78696060180664,-0.0176831534985766,INTC,2024-02,0.0524,26870000000.0,86884000000,4280000000
24,2024-02-05,42.20475769042969,42.03700256347656,0.0039827123315498,INTC,2024-02,0.0524,26870000000.0,86884000000,4280000000
25,2024-02-06,42.29877853393555,42.20475769042969,0.0022252532025062,INTC,2024-02,0.0524,26870000000.0,86884000000,4280000000
26,2024-02-07,42.33836364746094,42.29877853393555,0.000935407680163,INTC,2024-02,0.0524,26870000000.0,86884000000,4280000000
27,2024-02-08,42.061256408691406,42.33836364746094,-0.006566575402143,INTC,2024-02,0.0524,26870000000.0,86884000000,4280000000
28,2024-02-09,42.862892150878906,42.061256408691406,0.0188794251437048,INTC,2024-02,0.0524,26870000000.0,86884000000,4280000000
29,2024-02-12,43.57545852661133,42.862892150878906,0.0164876472590459,INTC,2024-02,0.0524,26870000000.0,86884000000,4280000000
30,2024-02-13,42.71443939208984,43.57545852661133,-0.019957091912752,INTC,2024-02,0.0524,26870000000.0,86884000000,4280000000
31,2024-02-14,43.73380661010742,42.71443939208984,0.0235843875237548,INTC,2024-02,0.0524,26870000000.0,86884000000,4280000000
