,Date,Close,Close_Lag,Returns,Tick,Month_Year,Rf,Strike_Price,marketCapitalization,numberOfShares
0,2024-01-02,165.38279724121094,163.4798583984375,0.0115729776493619,JPM,2024-01,0.0521999999999999,556228000000.0,688902569000,2873900000
1,2024-01-03,164.6619873046875,165.38279724121094,-0.0043679592364813,JPM,2024-01,0.0521999999999999,556228000000.0,688902569000,2873900000
2,2024-01-04,165.75469970703125,164.6619873046875,0.0066141719162071,JPM,2024-01,0.0521999999999999,556228000000.0,688902569000,2873900000
3,2024-01-05,166.58631896972656,165.75469970703125,0.0050046244773046,JPM,2024-01,0.0521999999999999,556228000000.0,688902569000,2873900000
4,2024-01-08,166.3446044921875,166.58631896972656,-0.0014520400658208,JPM,2024-01,0.0521999999999999,556228000000.0,688902569000,2873900000
5,2024-01-09,165.02944946289062,166.3446044921875,-0.0079376276978046,JPM,2024-01,0.0521999999999999,556228000000.0,688902569000,2873900000
6,2024-01-10,165.37759399414062,165.02944946289062,0.0021073682718739,JPM,2024-01,0.0521999999999999,556228000000.0,688902569000,2873900000
7,2024-01-11,164.6813201904297,165.37759399414062,-0.0042190942685541,JPM,2024-01,0.0521999999999999,556228000000.0,688902569000,2873900000
8,2024-01-12,163.47256469726562,164.6813201904297,-0.0073670373306461,JPM,2024-01,0.0521999999999999,556228000000.0,688902569000,2873900000
9,2024-01-16,162.44752502441406,163.47256469726562,-0.0062901495483123,JPM,2024-01,0.0521999999999999,556228000000.0,688902569000,2873900000
10,2024-01-17,161.57723999023438,162.44752502441406,-0.0053717321689837,JPM,2024-01,0.0521999999999999,556228000000.0,688902569000,2873900000
11,2024-01-18,161.89634704589844,161.57723999023438,0.0019730028785635,JPM,2024-01,0.0521999999999999,556228000000.0,688902569000,2873900000
12,2024-01-19,164.69097900390625,161.89634704589844,0.0171145659921048,JPM,2024-01,0.0521999999999999,556228000000.0,688902569000,2873900000
13,2024-01-22,164.49757385253906,164.69097900390625,-0.0011750419140775,JPM,2024-01,0.0521999999999999,556228000000.0,688902569000,2873900000
14,2024-01-23,163.41453552246094,164.49757385253906,-0.0066056863245822,JPM,2024-01,0.0521999999999999,556228000000.0,688902569000,2873900000
15,2024-01-24,164.87472534179688,163.41453552246094,0.008895810023609,JPM,2024-01,0.0521999999999999,556228000000.0,688902569000,2873900000
16,2024-01-25,167.2342071533203,164.87472534179688,0.0142093227839358,JPM,2024-01,0.0521999999999999,556228000000.0,688902569000,2873900000
17,2024-01-26,166.59600830078125,167.2342071533203,-0.0038234982963654,JPM,2024-01,0.0521999999999999,556228000000.0,688902569000,2873900000
18,2024-01-29,167.03114318847656,166.59600830078125,0.0026085115224372,JPM,2024-01,0.0521999999999999,556228000000.0,688902569000,2873900000
19,2024-01-30,170.45437622070312,167.03114318847656,0.0202873915781909,JPM,2024-01,0.0521999999999999,556228000000.0,688902569000,2873900000
20,2024-01-31,168.6073760986328,170.45437622070312,-0.0108948790541039,JPM,2024-01,0.0521999999999999,556228000000.0,688902569000,2873900000
21,2024-02-01,167.99813842773438,168.6073760986328,-0.003619895158431,JPM,2024-02,0.0524,556228000000.0,688902569000,2873900000
22,2024-02-02,168.9651641845703,167.99813842773438,0.0057396660355997,JPM,2024-02,0.0524,556228000000.0,688902569000,2873900000
23,2024-02-05,168.74273681640625,168.9651641845703,-0.0013172768517888,JPM,2024-02,0.0524,556228000000.0,688902569000,2873900000
24,2024-02-06,169.3229522705078,168.74273681640625,0.0034325638036048,JPM,2024-02,0.0524,556228000000.0,688902569000,2873900000
25,2024-02-07,169.64205932617188,169.3229522705078,0.0018828323810295,JPM,2024-02,0.0524,556228000000.0,688902569000,2873900000
26,2024-02-08,169.03285217285156,169.64205932617188,-0.0035975963361983,JPM,2024-02,0.0524,556228000000.0,688902569000,2873900000
27,2024-02-09,169.23593139648438,169.03285217285156,0.0012006975393224,JPM,2024-02,0.0524,556228000000.0,688902569000,2873900000
28,2024-02-12,169.99017333984375,169.23593139648438,0.0044468463701404,JPM,2024-02,0.0524,556228000000.0,688902569000,2873900000
29,2024-02-13,168.5106658935547,169.99017333984375,-0.0087415846356249,JPM,2024-02,0.0524,556228000000.0,688902569000,2873900000
30,2024-02-14,170.22227478027344,168.5106658935547,0.0101060348650112,JPM,2024-02,0.0524,556228000000.0,688902569000,2873900000
31,2024-02-15,173.9355926513672,170.22227478027344,0.0215799917877332,JPM,2024-02,0.0524,556228000000.0,688902569000,2873900000
32,2024-02-16,173.123291015625,173.9355926513672,-0.0046810680104115,JPM,2024-02,0.0524,556228000000.0,688902569000,2873900000
33,2024-02-20,173.80018615722656,173.123291015625,0.003902278427997,JPM,2024-02,0.0524,556228000000.0,688902569000,2873900000
34,2024-02-21,174.9315948486328,173.80018615722656,0.0064887269972142,JPM,2024-02,0.0524,556228000000.0,688902569000,2873900000
35,2024-02-22,177.02999877929688,174.9315948486328,0.0119241919135278,JPM,2024-02,0.0524,556228000000.0,688902569000,2873900000
36,2024-02-23,177.91964721679688,177.02999877929688,0.0050128253992616,JPM,2024-02,0.0524,556228000000.0,688902569000,2873900000
37,2024-02-26,177.3104248046875,177.91964721679688,-0.0034300193445664,JPM,2024-02,0.0524,556228000000.0,688902569000,2873900000
38,2024-02-27,177.39747619628906,177.3104248046875,0.0004908342503992,JPM,2024-02,0.0524,556228000000.0,688902569000,2873900000
